# STATION_ID | OWNER | TTYPE | HULL | NAME | PAYLOAD | LOCATION | TIMEZONE | FORECAST | NOTE
#
snto3|NR|NERRS Weather Station||Tom's Creek, South Slough Reserve, OR||43.279 N 124.318 W (43&#176;16'45" N 124&#176;19'6" W)|P| |Water Quality data for this Reserve are available at....<br /><a href="https://www.ndbc.noaa.gov/station_page.php?station=cwqo3">CWQO3</a> -- Charleston Bridge<br /><a href="https://www.ndbc.noaa.gov/station_page.php?station=soqo3">SOQO3</a> -- Valino Island<br /><a href="https://www.ndbc.noaa.gov/station_page.php?station=sloo3">SLOO3</a> -- Elliot Creek<br /><a href="https://www.ndbc.noaa.gov/station_page.php?station=chqo3">CHQO3</a> -- Winchester Arm<br />
soqo3|NR|NERRS Water Quality Station||Valino Island, South Slough Reserve, OR||43.317 N 124.322 W (43&#176;19'2" N 124&#176;19'18" W)|P| |
sosn6|I|Long Island Ferry||Southern Open Sound, NY||40.998 N 73.095 W (40&#176;59'54" N 73&#176;5'42" W)|E|FZUS51.KOKX |
spag1|S|C-MAN Station||U.S. Navy Tower R2 GA||31.375 N 80.567 W (31&#176;22'30" N 80&#176;34'1" W)|E|FZUS52.KCHS |
spgf1|N|C-MAN Station||Settlement Point, GBI, Bahamas|Sutron XPERT payload|26.704 N 78.995 W (26&#176;42'16" N 78&#176;59'41" W)|E|FZNT23.KNHC |
spll1|Z|Shorebased Tower||South Timbalier Block 52, LA / CSI06||28.867 N 90.483 W (28&#176;52'0" N 90&#176;29'0" W)|C|FZUS54.KLIX |
sptm4|CE|GLOS Weather Station||Sturgeon Point Light, MI||44.713 N 83.273 W (44&#176;42'46" N 83&#176;16'22" W)|E| |
spxa2|MA|Coastal Marine Station||Ship Island, AK||55.599 N 132.203 W (55&#176;35'56" N 132&#176;12'12" W)|A| |This station was formerly known as SIXA2.
sraw1|CM|Water Quality Station||SATURN River Station #08, Camas, WA||45.572 N 122.379 W (45&#176;34'19" N 122&#176;22'44" W)|P| |
srbv3|IC|Fixed Structure Weather Station||Salt River Bay, St. Croix, U.S. Virgin Islands||17.784 N 64.762 W (17&#176;47'2" N 64&#176;45'43" W)|N| |
sref1|NP|Water Quality Station||Shark River, FL||25.352 N 81.100 W (25&#176;21'7" N 81&#176;5'59" W)|E|FZUS52.KMFL |Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.
srfw1|CM|Water Quality Station||SATURN River Station #05||46.185 N 123.188 W (46&#176;11'6" N 123&#176;11'15" W)|P| |
srlm4|G|C-MAN Station||Spectacle Reef Light, MI||45.773 N 84.137 W (45&#176;46'24" N 84&#176;8'12" W)||FZUS63.KDTX |Instruments are owned and maintained by the University of Colorado, Boulder.
srst2|N|C-MAN Station||Sabine Pass, TX|MARS payload|29.683 N 94.033 W (29&#176;41'0" N 94&#176;2'0" W)|C|FZUS54.KLCH |Station transmitting intermittently.
srxa2|MA|C-MAN Station||Statter Harbor MXAK, AK||58.383 N 134.652 W (58&#176;22'59" N 134&#176;39'7" W)|A| |
ssbn7|CR|Moored Buoy||Sunset Beach Nearshore Waves (SUN2WAVE)||33.838 N 78.484 W (33&#176;50'19" N 78&#176;29'3" W)|E|FZUS52.KILM |Right whales are active off NC from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater within the vicinity of this station between November 1 and April 30.? To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<br /> <br /> Meteorological data from this buoy (41024) can be viewed <a title="41024" href="https://www.ndbc.noaa.gov/station_page.php?station=41024">here</a>.
stdm4|N|C-MAN Station||Stannard Rock, MI|Sutron XPERT payload|47.184 N 87.225 W (47&#176;11'1" N 87&#176;13'30" W)|E|FZUS63.KMQT |
stxa2|MA|C-MAN Station||Sitka AML, AK||57.116 N 135.391 W (57&#176;6'59" N 135&#176;23'27" W)|A| |
supn6|N|C-MAN Station||Superior Shoals, NY|VEEP payload|44.467 N 75.800 W (44&#176;28'0" N 75&#176;48'0" W)|E|FZUS61.KBUF |This station has been disestablished as of 11/16/09.  The station is a non-NWS funded station for which the operating agreement between the NWS and the Program Sponsor has expired and will not be renewed.
svls1|N|C-MAN Station||Savannah Light, GA|DACT payload|31.950 N 80.680 W (31&#176;57'0" N 80&#176;40'48" W)|E| |Savannah Light was destroyed by a collision with the 800-foot container ship Neptune Jade on the evening of November 27, 1996.
svnm4|G|C-MAN Station||South Haven Light, South Haven, MI||42.401 N 86.288 W (42&#176;24'5" N 86&#176;17'17" W)|E| |
svxa2|MA|C-MAN Station||Savoonga, AK||63.693 N 170.492 W (63&#176;41'34" N 170&#176;29'32" W)|A| |
swla2|O|Water Level Observation Network||9455090 - Seward, AK||60.120 N 149.427 W (60&#176;7'12" N 149&#176;25'36" W)|A| |
swpm4|PT|Water Level Observation Network||9076070 - S.W. Pier, MI||46.501 N 84.372 W (46&#176;30'5" N 84&#176;22'20" W)|E| |
swpv2|O|Water Level Observation Network||8638610 - Sewells Point, VA||36.943 N 76.329 W (36&#176;56'34" N 76&#176;19'43" W)|E|FZUS51.KAKQ |
swxa2|MA|C-MAN Station||Seward Harbor, AK||60.116 N 149.434 W (60&#176;6'56" N 149&#176;26'3" W)|A| |
sxhw3|CE|GLOS Weather Station||Saxon Harbor, WI||46.563 N 90.437 W (46&#176;33'45" N 90&#176;26'14" W)|C| |For Great Lakes marine forecasts, select: <a href="https://www.weather.gov/marine/forecast">GREAT LAKES FORECASTS</a>
sxxa2|MA|C-MAN Station||Saxman Landing, AK||55.315 N 131.596 W (55&#176;18'53" N 131&#176;35'46" W)|A| |
syww3|CE|Weather Station||Yacht Works Sister Bay, WI||45.202 N 87.121 W (45&#176;12'8" N 87&#176;7'15" W)|C|FZUS53.KGRB |NOTE: WINDS FREQUENTLY DROP TO ZERO DUE TO WINTER FREEZING.
taml1|L|Shorebased Tower||Tambour Bay, LA||29.188 N 90.665 W (29&#176;11'15" N 90&#176;39'55" W)|C|FZUS54.KLIX |
tano3|CM|Water Quality Station||Tansy Point, OR||46.189 N 123.919 W (46&#176;11'20" N 123&#176;55'10" W)|P| |
taqt2|K|Water Level Observation Network||8775296 - USS Lexington, TX||27.815 N 97.389 W (27&#176;48'54" N 97&#176;23'21" W)|C| |
tarf1|P|Shorebased Tower||TAS - Tarpon Springs, FL||28.156 N 82.758 W (28&#176;9'20" N 82&#176;45'29" W)|E|FZUS52.KTBW |
tawm4|CE|GLOS Weather Station||Tawas Point, MI||44.254 N 83.449 W (44&#176;15'13" N 83&#176;26'58" W)|E| |
tbim4|G|C-MAN Station||Thunder Bay Island, MI||45.035 N 83.194 W (45&#176;2'5" N 83&#176;11'39" W)|E|FZUS53.KAPX |
tbyf1|NP|Water Quality Station||Terrapin Bay, FL||25.155 N 80.722 W (25&#176;9'19" N 80&#176;43'20" W)|E|FZUS52.KKEY |Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.
tcbm2|PT|Water Level Observation Network||8573364 - Tolchester Beach, MD||39.213 N 76.244 W (39&#176;12'48" N 76&#176;14'40" W)|E|FZUS51.KLWX |
tcmw1|PT|Water Level Observation Network||9446482 - Tacoma Met, WA||47.276 N 122.418 W (47&#176;16'33" N 122&#176;25'4" W)|P| |
tcnw1|PT|Water Level Observation Network||9446484 - Tacoma, WA||47.267 N 122.413 W (47&#176;16'0" N 122&#176;24'48" W)|P|FZUS56.KSEW |
tcsv2|NR|NERRS Water Quality Station||Taskinas Creek, Chesapeake Bay Reserve, VA||37.415 N 76.714 W (37&#176;24'54" N 76&#176;42'52" W)|E| |
tcvf1|NP|Water Quality Station||Trout Cove, FL||25.213 N 80.533 W (25&#176;12'46" N 80&#176;32'0" W)|E|FZUS52.KKEY |Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.
tdpc1|CN|Water Quality Station||Trinidad Pier Trinidad, CA||41.055 N 124.147 W (41&#176;3'18" N 124&#176;8'49" W)|P| |
tesl1|O|Water Level Observation Network||8764044 - Tesoro Marine Terminal, Berwick, Atchafalaya River, LA||29.668 N 91.237 W (29&#176;40'5" N 91&#176;14'14" W)|C| |
tfblk|IM|Buoy||10.0 nm WNW on Blakknes, Iceland||65.698 N 24.778 W (65&#176;41'52" N 24&#176;46'41" W)|?| |
thin6|N|C-MAN Station||Thousand I. Brdg., NY|MARS payload|44.300 N 75.983 W (44&#176;18'0" N 75&#176;59'0" W)|E|FZUS61.KBUF |This station has been disestablished as of 9/17/09.  The station is a non-NWS funded station for which the operating agreement between the NWS and the Program Sponsor has expired and will not be renewed.
thlo1|G|C-MAN Station||Toledo Light No. 2 OH||41.826 N 83.194 W (41&#176;49'32" N 83&#176;11'37" W)|E|FZUS61.KCLE |
thrf1|NP|Water Quality Station||Thursday Point, FL||25.203 N 80.372 W (25&#176;12'12" N 80&#176;22'20" W)|E|FZUS52.KKEY |
thro1|O|Water Level Observation Network||9063085 - Toledo, OH||41.694 N 83.473 W (41&#176;41'37" N 83&#176;28'21" W)|E|FZUS51.KCLE |
tibc1|CN|Coastal Marine Station||Tiburon Pier, San Francisco Bay, CA||37.892 N 122.447 W (37&#176;53'29" N 122&#176;26'48" W)|P| |For area forecasts and warnings, select: <a href="http://www.wrh.noaa.gov/mtr/">San Francisco/Monterey WFO</a>
tiqc1|NR|NERRS Water Quality Station||Oneonta Slough, Tijuana River Reserve, CA||32.568 N 117.131 W (32&#176;34'6" N 117&#176;7'53" W)|P| |
tixc1|NR|NERRS Weather Station||Tidal Linkage, Tijuana River Reserve, CA||32.575 N 117.127 W (32&#176;34'29" N 117&#176;7'37" W)|P| |Water Quality data for this Reserve are available at....<br /> <a href="https://www.ndbc.noaa.gov/station_page.php?station=tiqc1">TIQC1</a> -- Oneonta Slough<br />
tkea2|MA|Fixed Structure Weather Station||Tenakee Springs, AK||57.779 N 135.219 W (57&#176;46'45" N 135&#176;13'9" W)|A| |
tkpn6|NR|NERRS Weather Station||Turkey Point Hudson River NERRS, NY (NOS 8518962)||42.014 N 73.939 W (42&#176;0'51" N 73&#176;56'21" W)|E| |
tlbo3|O|Water Level Observation Network||9437540 - Garibaldi, Tillamook Bay, OR||45.555 N 123.919 W (45&#176;33'16" N 123&#176;55'8" W)|P| |For area forecasts and warnings, select: <a href="http://www.wrh.noaa.gov/pqr/">Portland WFO</a>
tlvt2|PT|C-MAN Station||8775285 - Tule Lake Visibility, TX||27.819 N 97.454 W (27&#176;49'10" N 97&#176;27'13" W)|C| |
tnso3|CM|Water Quality Station||Tenasillahe Island USFW Dock, OR||46.238 N 123.468 W (46&#176;14'16" N 123&#176;28'6" W)|P| |
tokw1|O|Water Level Observation Network||9440910 - Toke Point, WA||46.707 N 123.967 W (46&#176;42'27" N 123&#176;57'60" W)|P|FZUS56.KPQR |
tpaf1|PT|Water Level Observation Network||8726694 - TPA Cruise Terminal 2, Tampa, FL||27.933 N 82.433 W (27&#176;56'0" N 82&#176;26'0" W)|E| |
tpbn4|O|Water Level Observation Network||8538886 - Tacony-Palmyra Bridge, NJ||40.012 N 75.043 W (40&#176;0'43" N 75&#176;2'35" W)|E| |
tpef1|NP|Water Quality Station||Tarpon Bay East, FL||25.410 N 80.964 W (25&#176;24'36" N 80&#176;57'50" W)|E|FZUS52.KMFL |Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.
tplm2|N|C-MAN Station||Thomas Point, MD|MARS payload|38.899 N 76.436 W (38&#176;53'56" N 76&#176;26'9" W)|E|FZUS51.KLWX |
tpxa2|MA|C-MAN Station||Tree Point, AK||54.802 N 130.934 W (54&#176;48'9" N 130&#176;56'4" W)|A| |
trbl1|L|Shorebased Tower||Terrebonne Bay, LA||29.187 N 90.608 W (29&#176;11'12" N 90&#176;36'29" W)|C|FZUS54.KLIX |
trdf1|O|Water Level Observation Network||8721604 - Trident Pier, FL||28.416 N 80.593 W (28&#176;24'57" N 80&#176;35'35" W)|E|FZUS52.KMLB |Right whales are active off FL from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the U.S. East Coast.  It is illegal to approach right whales within 500 yards.  To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<br />
trrf1|NP|Water Quality Station||Taylor River, FL||25.217 N 80.650 W (25&#176;13'2" N 80&#176;38'59" W)|E| |Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.
tshf1|PT|Water Level Observation Network||8726679  - East Bay Causeway, FL||27.929 N 82.426 W (27&#176;55'44" N 82&#176;25'34" W)|E| |
ttiw1|N|C-MAN Station||Tatoosh Island, WA|DACT payload|48.392 N 124.735 W (48&#176;23'30" N 124&#176;44'6" W)|P|FZUS56.KSEW |Station TTIW1 has been disestablished 11/30/17.  For more information on the disestablishment for this station, please see the NWS Service Change Notice at <a style="font-size: 9pt;" href="https://www.weather.gov/media/notification/pdfs/scn17-124c-man_tatoosh.pdf">https://www.weather.gov/media/notification/pdfs/scn17-124c-man_tatoosh.pdf</a>
twco1|LT|C-MAN Station||Toledo Crib, OH||41.699 N 83.259 W (41&#176;41'58" N 83&#176;15'31" W)|E|FZUS61.KCLE |
txpt2|O|Water Level Observation Network||8770822 - Texas Point, Sabine Pass, TX ||29.689 N 93.842 W (29&#176;41'22" N 93&#176;50'31" W)|C| |
txvt2|PT|C-MAN Station||8775302 - TX State Aquarium Visibility, TX||27.813 N 97.389 W (27&#176;48'45" N 97&#176;23'19" W)|C| |
tybg1|S|C-MAN Station||U.S. Navy Tower R8 GA||31.633 N 79.925 W (31&#176;37'59" N 79&#176;55'29" W)|E|FZUS52.KCHS |
ulam6|O|Water Level Observation Network||8741041 - Dock E. Port of Pascagoula, MS||30.348 N 88.505 W (30&#176;20'52" N 88&#176;30'20" W)|C| |
ulra2|O|Water Level Observation Network||9468333 - Unalakleet, Unalakleet River, AK||63.872 N 160.784 W (63&#176;52'18" N 160&#176;47'2" W)|A|FZAK51.PAFC |
unla2|O|Water Level Observation Network||9462620 - Unalaska, AK||53.880 N 166.537 W (53&#176;52'48" N 166&#176;32'13" W)|A| |
upbc1|PT|Water Level Observation Network||9415118 - Union Pacific Rail Road Bridge, Martinez, CA||38.038 N 122.121 W (38&#176;2'18" N 122&#176;7'15" W)|P| |
uqxa2|MA|C-MAN Station||Utquigvik, AK||71.315 N 156.722 W (71&#176;18'53" N 156&#176;43'18" W)|A| |
utvt2|PT|C-MAN Station||8775236 - UTMSI Visibility, TX||27.838 N 97.052 W (27&#176;50'18" N 97&#176;3'8" W)|C| |
vakf1|O|Water Level Observation Network||8723214 - Virginia Key, FL||25.731 N 80.162 W (25&#176;43'53" N 80&#176;9'43" W)|E|FZUS52.KMFL |
vbba3|LM|Buoy||Lake Mead - Virgin Basin||36.132 N 114.412 W (36&#176;7'56" N 114&#176;24'41" W)|M| |
vcaf1|O|Water Level Observation Network||8723970 - Vaca Key, FL||24.711 N 81.107 W (24&#176;42'40" N 81&#176;6'24" W)|E|FZUS52.KKEY |
vcat2|K|Water Level Observation Network||8773259 - Port Lavaca, TX ||28.640 N 96.609 W (28&#176;38'25" N 96&#176;36'34" W)|C| |
vcva2|O|Water Level Observation Network||9464212 - Village Cove, St. Paul Island, AK||57.125 N 170.285 W (57&#176;7'30" N 170&#176;17'6" W)|H|FZAK52.PAFC |
vdxa2|MA|C-MAN Station||Valdez, AK||61.127 N 146.344 W (61&#176;7'37" N 146&#176;20'38" W)|A| |
vdza2|O|Water Level Observation Network||9454240 - Valdez, AK||61.125 N 146.361 W (61&#176;7'30" N 146&#176;21'41" W)|A| |
venf1|N|C-MAN Station||Venice, FL|ARES payload|27.072 N 82.453 W (27&#176;4'21" N 82&#176;27'10" W)|E|FZUS52.KTBW |
verv4|EM|Weather Station||Veracruz Harbor, MX|Sutron XPERT payload|19.204 N 96.113 W (19&#176;12'16" N 96&#176;6'47" W)|C| |
vmsv2|VM|Marine Observation Station||VIMS Pier||37.246 N 76.500 W (37&#176;14'45" N 76&#176;30'0" W)|E| |
vqsp4|PN|Water Level Observation Network||9752619 - Isabel Segunda, Vieques Island, PR||18.153 N 65.444 W (18&#176;9'11" N 65&#176;26'38" W)|N| |
vrmo1|EA|||Vermilion River at Lake Erie, OH||41.428 N 82.364 W (41&#176;25'41" N 82&#176;21'49" W)|E|FZUS51.KCLE |
vtbt2|PT|Water Level Observation Network||8775222 - Viola Turning Basin, TX||27.841 N 97.520 W (27&#176;50'28" N 97&#176;31'13" W)|C| |
wahv2|O|Water Level Observation Network||8631044 - Wachapreague, VA||37.608 N 75.686 W (37&#176;36'28" N 75&#176;41'9" W)|E|FZUS51.KAKQ |Right whales are active off VA from November to April.? Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas along the mid-Atlantic coast.? To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><a href="http://www.nmfs.noaa.gov/pr/shipstrike">?</a>
wakp8|O|Water Level Observation Network||1890000 - Wake Island||19.291 N 166.618 E (19&#176;17'26" N 166&#176;37'3" E)|?| |
waqm3|NR|NERRS Water Quality Station||Menauhant, Waquoit Bay Reserve, MA||41.552 N 70.549 W (41&#176;33'9" N 70&#176;32'55" W)|E| |
wasd2|O|Water Level Observation Network||8594900 - Washington, DC||38.873 N 77.021 W (38&#176;52'24" N 77&#176;1'16" W)|E|FZUS51.KLWX |
wats1|EA|Weather Station||Lake Wateree, SC||34.335 N 80.702 W (34&#176;20'7" N 80&#176;42'8" W)|E| |
wavm6|O|Water Level Observation Network||8747766 - Waveland, MS||30.282 N 89.367 W (30&#176;16'54" N 89&#176;22'0" W)|C|FZUS54.KLIX |
waxm3|NR|NERRS Weather Station||Carriage House, Waquoit Bay Reserve, MA||41.582 N 70.525 W (41&#176;34'54" N 70&#176;31'30" W)|E| |<p>Water Quality data for this Reserve are available at....<br /><a href="https://www.ndbc.noaa.gov/station_page.php?station=waqm3">WAQM3</a> -- Wacquoit Bay</p>
wbya1|NR|NERRS Weather Station||Weeks Bay, Mobile Bay, AL ||30.417 N 87.825 W (30&#176;25'1" N 87&#176;49'32" W)|C| |
wcrp1|EA|||Walnut Creek Marina, PA||42.077 N 80.240 W (42&#176;4'37" N 80&#176;14'23" W)|E| |
wcxa2|MA|C-MAN Station||Ward Cove, AK||55.402 N 131.729 W (55&#176;24'7" N 131&#176;43'44" W)|A| |
wdel1|SH|Offshore Tower||Shell West Delta 143||28.662 N 89.551 W (28&#176;39'42" N 89&#176;33'5" W)|C| |
wdsv2|PT|Water Level Observation Network||8638614 - Willoughby Deguassing Station, VA||36.977 N 76.315 W (36&#176;58'38" N 76&#176;18'56" W)|E|FZUS51.KAKQ |
wdyo3|CM|Water Quality Station||Woody Island, OR||46.252 N 123.534 W (46&#176;15'8" N 123&#176;32'3" W)|P| |
webm1|NR|NERRS Water Quality Station||Webhannett River Inlet, Wells Reserve, ME||43.320 N 70.563 W (43&#176;19'12" N 70&#176;33'48" W)|E| |
welm1|NR|NERRS Weather Station||8419317 - Wells, ME||43.320 N 70.563 W (43&#176;19'13" N 70&#176;33'47" W)|E| |For area forecasts and warnings, select: <a href="http://www.weather.gov/gyx/">Gray/Portland WFO</a><br /> <br />Caution: Right whales may be active in northeast waters year-round. NOAA may establish temporary Dynamic Management Areas (DMAs) to protect aggregations of right whales. Mariners are requested to transit DMAs at 10 knots or less when consistent with safe navigation. For information on currently active DMAs, go to: <a title="http://www.nmfs.noaa.gov/pr/shipstrike" href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a><br />
weqm1|NR|NERRS Water Quality Station||Skinner Mill, Wells Reserve, ME||43.345 N 70.549 W (43&#176;20'41" N 70&#176;32'57" W)|E| |
wexm1|NR|NERRS Weather Station||Laudholm Farm, Wells Reserve, ME||43.337 N 70.549 W (43&#176;20'15" N 70&#176;32'58" W)|E| |Water Quality data for this Reserve are available at....<br /> <a href="https://www.ndbc.noaa.gov/station_page.php?station=weqm1">WEQM1</a> -- Skinner Mill<br /><a href="https://www.ndbc.noaa.gov/station_page.php?station=webm1">WEBM1</a> -- Webhannett River Inlet<br />
wfpm4|CE|GLOS Weather Station||Whitefish Point, MI||46.760 N 84.970 W (46&#176;45'36" N 84&#176;58'12" W)|E| |
wgxa2|MA|C-MAN Station||Wrangell Harbor||56.467 N 132.382 W (56&#176;28'0" N 132&#176;22'55" W)|A| |
whoi1|N|||||0.180 N 165.040 E (0&#176;10'48" N 165&#176;2'24" E)|| |Data from this site is provided for internal use only. This is NOT an operational weather station.
whoi2|WH|2.4-meter discus buoy||Woods Hole Wave Test Station #2||41.339 N 70.555 W (41&#176;20'19" N 70&#176;33'17" W)|E| |
whri2|CE|GLOS Weather Station||Waukegan Harbor, IL||42.361 N 87.813 W (42&#176;21'38" N 87&#176;48'48" W)|C| |For Great Lakes marine forecasts, select: <a href="https://www.weather.gov/marine/forecast">GREAT LAKES FORECASTS</a>
wiwf1|NP|Water Quality Station||Willy Willy, FL||25.587 N 81.044 W (25&#176;35'15" N 81&#176;2'37" W)|E| |Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.
wixa2|MA|C-MAN Station||Whittier AMHS, AK||60.777 N 148.682 W (60&#176;46'36" N 148&#176;40'56" W)|A| |
wkqa1|NR|NERRS Water Quality Station||Fish River, Weeks Bay Reserve, AL||30.417 N 87.823 W (30&#176;25'2" N 87&#176;49'21" W)|C| |
wkxa1|NR|NERRS Weather Station||Safe Harbor Met Station, Weeks Bay Reserve, AL||30.421 N 87.828 W (30&#176;25'17" N 87&#176;49'43" W)|C| |Water Quality data for this Reserve are available at....<br /><a href="https://www.ndbc.noaa.gov/station_page.php?station=wkqa1">WKQA1</a> -- Fish River<br />
wlon7|O|Water Level Observation Network||8658120 - Wilmington, NC||34.228 N 77.954 W (34&#176;13'39" N 77&#176;57'13" W)|E|FZUS52.KMHX |
wndv2|O|Water Level Observation Network||8636580 - Windmill Point, VA||37.615 N 76.290 W (37&#176;36'54" N 76&#176;17'24" W)|E|FZUS51.KAKQ |
wnem4|O|Water Level Observation Network||9076027 - West Neebish Island, MI||46.285 N 84.210 W (46&#176;17'5" N 84&#176;12'35" W)|E| |
